reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,app_id,scraped_at,content_length,fecha,hora,content_limpio,tokens,content_normalizado,tokens_normalizados,content_normalizado_final
2f2e1322-245d-4c60-a554-19250af4d921,Luis angel Ugarte medina,https://play-lh.googleusercontent.com/a-/ALV-UjXo7tOPlx4_rY8yvy0W81irRSkTo7boP0BtkLxVqOFSyoz_p1k,no y no ve nada es lo mismo que todas las billeteras móviles,2,0,Desconocido,2025-09-26 15:25:24,Sin comentarios,,Desconocido,com.walletapp.mobile,2025-09-28 21:05:50.892328,60,2025-09-26,15:25:24,mismo toda billeteras movible,"['billetera', 'movible']",billetera movible,"['billetera', 'movible']",billetera movible
86b36c83-6e3e-4c50-b670-22eba188fce9,Jhonatan Jasson Orosco Noriega,https://play-lh.googleusercontent.com/a-/ALV-UjXxQz1erRDp3myfs_XABx64FgGtHxztyCWHCcjIeDvTQ_M7Thkj,"Me pidio actualizar, lo hice y ahora no puedo entrar a mi cuenta, sale de la app, que latima que ocurran este tipo de errores cuando uno mas lo necesita",1,0,1.1.6,2025-09-26 01:20:31,Sin comentarios,,1.1.6,com.walletapp.mobile,2025-09-28 21:05:50.892328,152,2025-09-26,01:20:31,podio actualizar vice ahora quedo entrar cuenta vale a latina ocurrir tipo error mas necesitar,"['podio', 'actualizar', 'vice', 'quedar', 'entrar', 'valer', 'latina', 'ocurrir', 'tipo', 'error', 'necesitar']",podio actualizar vice quedar entrar valer latina ocurrir tipo error necesitar,"['podio', 'actualizar', 'vice', 'funcionar', 'registrar', 'valer', 'latina', 'ocurrir', 'tipo', 'error', 'necesitar']",podio actualizar vice funcionar registrar valer latina ocurrir tipo error necesitar
6943445c-5f91-45df-996e-7252f1afdc34,Bismark Ortiz DG,https://play-lh.googleusercontent.com/a-/ALV-UjV0p2eyDPEDbczkPqPr-zRD-eKDw0_bMCJuEdHO-Pppdvs3GlKw,"una pena esta app, no la recomiendo, talvez la actualicen y funcione.",1,1,1.1.5,2025-09-21 20:48:35,Sin comentarios,,1.1.5,com.walletapp.mobile,2025-09-28 21:05:50.892328,69,2025-09-21,20:48:35,pena a remiendo calvez actualicen funcionar,"['pena', 'remeir', 'calvez', 'actualizar', 'funcionar']",pena remeir calvez actualizar funcionar,"['pena', 'remeir', 'calvez', 'actualizar', 'entrar']",pena remeir calvez actualizar entrar
17a5166d-b471-4332-9600-c30fa52e79b3,María Nieves,https://play-lh.googleusercontent.com/a-/ALV-UjVhdOSyR5QLYv6uKSrGph2HVIImskr7QPTOqdInuSJ7-ZikiMxQ,"NO FUNCIONA. Después de recibir dinero, en 2-3 horas ya no se puede acceder. Se queda cargando infinitamente y nunca abre. Una app bancaria que no funciona es peligrosa para nuestro dinero. REPORTEN A BILLE: en la esquina superior derecha hay tres puntos, toquen ahí y seleccionen ""Marcar como inapropiada"". No debería estar en Play Store",1,1,1.1.5,2025-09-21 12:38:13,Sin comentarios,,1.1.5,com.walletapp.mobile,2025-09-28 21:05:50.892328,338,2025-09-21,12:38:13,funcionar después recibir dinero hora pues acceder queda cargado infinitamente nunca aire a bancaria funcionar peligrosa dinero reporte billa esquina superior derecha tres punto toque ahí seleccionar marcar apropiada deber plan sobre,"['funcionar', 'recibir', 'dinero', 'hora', 'acceder', 'quedar', 'cargado', 'infinitamente', 'aire', 'bancaria', 'funcionar', 'peligroso', 'dinero', 'reporte', 'billa', 'esquina', 'superior', 'derecho', 'punto', 'tocar', 'seleccionar', 'marcar', 'apropiado', 'deber', 'plan']",funcionar recibir dinero hora acceder quedar cargado infinitamente aire bancaria funcionar peligroso dinero reporte billa esquina superior derecho punto tocar seleccionar marcar apropiado deber plan,"['entrar', 'recibir', 'dinero', 'hora', 'acceder', 'funcionar', 'cargado', 'infinitamente', 'aire', 'bancaria', 'entrar', 'peligroso', 'dinero', 'reporte', 'billa', 'esquina', 'superior', 'derecho', 'punto', 'tocar', 'seleccionar', 'marcar', 'apropiado', 'deber', 'plan']",entrar recibir dinero hora acceder funcionar cargado infinitamente aire bancaria entrar peligroso dinero reporte billa esquina superior derecho punto tocar seleccionar marcar apropiado deber plan
ed99e4dd-018a-46c8-8a8d-6fd5f5931406,jj jj,https://play-lh.googleusercontent.com/a-/ALV-UjWaG7vO24hE2TRXf3llq2QS9fRpn-5VUGLqZiJ1DTfIbOGr5rBO,es imposible registrarse en la aplicación,1,0,1.1.5,2025-09-21 11:31:47,Sin comentarios,,1.1.5,com.walletapp.mobile,2025-09-28 21:05:50.892328,41,2025-09-21,11:31:47,imposible registrar aplicación,"['imposible', 'registrar', 'aplicación']",imposible registrar aplicación,"['imposible', 'crear', 'aplicación']",imposible crear aplicación
ba0cb881-acc6-44bc-8d9c-6d39091febad,Vanessa Añez Muñoz,https://play-lh.googleusercontent.com/a-/ALV-UjWGYy84hFn0JEA21SKjEiTahxFXEPAphjJKZsosRmxO0yQ-n5n5,muy buena la aplicación,5,0,1.1.5,2025-09-18 19:14:27,Sin comentarios,,1.1.5,com.walletapp.mobile,2025-09-28 21:05:50.892328,23,2025-09-18,19:14:27,buena aplicación,['aplicación'],aplicación,['aplicación'],aplicación
bee8ed57-6246-43ff-990c-207271d2cadc,Cristian Barthelemy Suarez,https://play-lh.googleusercontent.com/a/ACg8ocLP7ujVbW7oCBMSEySliOsGtqB78V87ZdJJsqp5-it_VpRO06A=mo,"la app está horrible, no tengo ni 24h que me cree la cuenta y no me deja logear",1,2,1.1.5,2025-09-06 16:55:26,Sin comentarios,,1.1.5,com.walletapp.mobile,2025-09-28 21:05:50.892328,79,2025-09-06,16:55:26,a horrible creer cuenta deja lograr,"['horrible', 'creer', 'dejar', 'lograr']",horrible creer dejar lograr,"['horrible', 'creer', 'dejar', 'lograr']",horrible creer dejar lograr
25618c41-751b-4335-88d2-e824b9b01875,Isaias Quispe,https://play-lh.googleusercontent.com/a/ACg8ocLdczd5oeXWPr1pYudtxFMUVxyYulsRaCAFomANQIyOHQpl3A=mo,un asco no medeja reguistrarme,1,2,1.1.5,2025-09-06 14:39:22,Sin comentarios,,1.1.5,com.walletapp.mobile,2025-09-28 21:05:50.892328,30,2025-09-06,14:39:22,asco madeja reguistrarme,"['asco', 'madejar', 'reguistrarme']",asco madejar reguistrarme,"['asco', 'madejar', 'reguistrarme']",asco madejar reguistrarme
7c597b31-870e-4a39-8848-f07fafbfe396,Ayrton Arrua,https://play-lh.googleusercontent.com/a/ACg8ocJzkOMaJz7-NKmbT2lgUBnN2drFs4Bc4LT8L8dtpA3C7ASouA=mo,es bueno,5,0,1.1.5,2025-08-27 16:01:46,Sin comentarios,,1.1.5,com.walletapp.mobile,2025-09-28 21:05:50.892328,8,2025-08-27,16:01:46,bueno,[],,[],
15af67ff-6e19-4c31-b0d4-0118e7bbb1db,Denilson Cruz Caunalla,https://play-lh.googleusercontent.com/a-/ALV-UjX3wwoTHtdQkQJr7XmiDx0rOd97Vy_S2fUDT4yXNy4pVwh5YEPrWA,"esta bien bnb , solo le falta como en bcp la tarjeta virtual y en dolares",1,0,Desconocido,2025-08-15 11:57:15,Sin comentarios,,Desconocido,com.walletapp.mobile,2025-09-28 21:05:50.892328,73,2025-08-15,11:57:15,bien no solo falta boca tarjeta virtual dolar,"['faltar', 'boca', 'tarjeta', 'virtual', 'dolar']",faltar boca tarjeta virtual dolar,"['faltar', 'boca', 'tarjeta', 'virtual', 'dolar']",faltar boca tarjeta virtual dolar
7027e6df-e8e5-4d28-9f35-2de6cf01851e,Jose Fernando Garcia,https://play-lh.googleusercontent.com/a-/ALV-UjXjSsmAkfw_AGyqmzijrscLMRFpdo-iGR-VXl310nkJlnTCpuw_,basura,1,0,1.1.5,2025-08-09 02:14:09,Sin comentarios,,1.1.5,com.walletapp.mobile,2025-09-28 21:05:50.892328,6,2025-08-09,02:14:09,basura,['basura'],basura,['basura'],basura
6fdf456d-5b24-44e1-ad29-71360fd7ffa5,Angel L.s,https://play-lh.googleusercontent.com/a-/ALV-UjU-16hNgOhc5T-b31_TsomkDSxmjtMW0qPaOVrDSP02IVJdLKpoLA,un lío crear una cuenta error en la foto de carnet,1,0,1.1.5,2025-08-05 11:30:40,Sin comentarios,,1.1.5,com.walletapp.mobile,2025-09-28 21:05:50.892328,50,2025-08-05,11:30:40,lo crear cuenta error foto carne,"['crear', 'error', 'foto', 'carne']",crear error foto carne,"['registrar', 'error', 'foto', 'carne']",registrar error foto carne
1bc68c07-48d8-47b9-a2cf-0a0f08042db4,Herlan Peña,https://play-lh.googleusercontent.com/a-/ALV-UjVDEM3RaR089AAS_5ylWe-P2zbqDKrCuINyrYZ-WTqWd1aXKHo,pésima aplicación se cuelga cuando le da la gana funciona 👎🏻,1,3,1.1.5,2025-07-27 19:00:54,Sin comentarios,,1.1.5,com.walletapp.mobile,2025-09-28 21:05:50.892328,60,2025-07-27,19:00:54,pésima aplicación cuelga gana funcionar,"['pésimo', 'aplicación', 'cuelga', 'ganar', 'funcionar']",pésimo aplicación cuelga ganar funcionar,"['pésimo', 'aplicación', 'cuelga', 'ganar', 'entrar']",pésimo aplicación cuelga ganar entrar
11016d18-f482-4e9f-abe0-2a7302bd9560,Freddy Jesus Mendez Luna,https://play-lh.googleusercontent.com/a-/ALV-UjVrqVVSO2HfkX9hjvEhGQldWEMMtXpgn0BGQfNCVCyFXKXyDMwQ,Ayudad para retirar del cajero del bnb xfavor o un video que explique,1,0,1.1.5,2025-06-29 00:45:15,Sin comentarios,,1.1.5,com.walletapp.mobile,2025-09-28 21:05:50.892328,69,2025-06-29,00:45:15,ayuda retirar cajero no favor fideo esplique,"['ayuda', 'retirar', 'cajero', 'favor', 'fideo', 'esplique']",ayuda retirar cajero favor fideo esplique,"['ayuda', 'retirar', 'cajero', 'favor', 'fideo', 'esplique']",ayuda retirar cajero favor fideo esplique
942ac823-207a-4a6a-a1ff-6720cec37cb3,Erick meliodas Zeus,https://play-lh.googleusercontent.com/a/ACg8ocJQT8icc5vW5DoDMo8VDeJGNpN-lZPfiE0dc8b3Ilqndy298g=mo,la peor app no sirve para nada no se puede registrar -una app inútilmente inservible,1,2,1.1.5,2025-06-26 18:19:14,Sin comentarios,,1.1.5,com.walletapp.mobile,2025-09-28 21:05:50.892328,84,2025-06-26,18:19:14,peor a sirle pues registrar a inútilmente inservible,"['sir él', 'registrar', 'inútilmente', 'inservible']",sir él registrar inútilmente inservible,"['sir él', 'crear', 'inútilmente', 'inservible']",sir él crear inútilmente inservible
67958311-3780-407d-8b25-504572a47c0e,CesarrooMerc,https://play-lh.googleusercontent.com/a-/ALV-UjU8kw_dTIYUo84lueZTXQ9rlANixD2qG_MWPjGnshItQrbxG5yT,horrible su forma de registrarse el peor le vi,1,1,1.1.5,2025-06-24 18:25:24,Sin comentarios,,1.1.5,com.walletapp.mobile,2025-09-28 21:05:50.892328,46,2025-06-24,18:25:24,horrible forma registrar peor,"['horrible', 'forma', 'registrar']",horrible forma registrar,"['horrible', 'forma', 'crear']",horrible forma crear
f15f71b6-2c53-47f0-a894-f534da588ea4,Andres F,https://play-lh.googleusercontent.com/a-/ALV-UjV1qQbTP_ksJj8N1OHZBct7-qSEate-NKjGjYvgnrfJpmO52FUS,"Pésima aplicación, la instale hace 2 meses y tengo dinero ahí hasta ahora no puedo entrar para retirar mi dinero, literalmente no me deja entrar nunca, se queda cargando. pensaba que sería una buena opción de billetera móvil pero no",1,6,Desconocido,2025-06-23 11:15:20,Sin comentarios,,Desconocido,com.walletapp.mobile,2025-09-28 21:05:50.892328,232,2025-06-23,11:15:20,pésima aplicación instable hacer mese dinero ahí ahora quedo entrar retirar dinero literalmente deja entrar nunca queda cargado pensada seria buena opción billete móvil,"['pésimo', 'aplicación', 'instable', 'mese', 'dinero', 'quedar', 'entrar', 'retirar', 'dinero', 'literalmente', 'dejar', 'entrar', 'quedar', 'cargado', 'pensado', 'serio', 'opción', 'billete', 'móvil']",pésimo aplicación instable mese dinero quedar entrar retirar dinero literalmente dejar entrar quedar cargado pensado serio opción billete móvil,"['pésimo', 'aplicación', 'instable', 'mese', 'dinero', 'funcionar', 'registrar', 'retirar', 'dinero', 'literalmente', 'dejar', 'registrar', 'funcionar', 'cargado', 'pensado', 'serio', 'opción', 'billete', 'móvil']",pésimo aplicación instable mese dinero funcionar registrar retirar dinero literalmente dejar registrar funcionar cargado pensado serio opción billete móvil
